customer_id,churn_probability,reason_1,reason_2,reason_3
C00702,0.012861610261633526,Few support queries (0) decreased churn risk,Many promotional offers used (5) decreased churn risk,High engagement rate (8/10) decreased churn risk
C00703,0.029081109608044935,High satisfaction score (9/10) decreased churn risk,High engagement rate (10/10) decreased churn risk,Few promotional offers used (0) increased churn risk
C00704,0.119126772290196,Many promotional offers used (5) decreased churn risk,Low engagement rate (3/10) increased churn risk,Few support queries (2) decreased churn risk
C00705,0.08707769371052791,High engagement rate (10/10) decreased churn risk,Long subscription history (24 months) decreased churn risk,Frequent support queries (9) increased churn risk
C00706,0.06724439539901178,High satisfaction score (9/10) decreased churn risk,Few support queries (2) decreased churn risk,Many promotional offers used (4) decreased churn risk
C00707,0.28247119691040007,Many promotional offers used (5) decreased churn risk,Low engagement rate (3/10) increased churn risk,Few support queries (2) decreased churn risk
C00708,0.8344707304087838,Short subscription history (1 months) increased churn risk,Low engagement rate (4/10) increased churn risk,Frequent support queries (7) increased churn risk
C00709,0.6177225258468866,High engagement rate (10/10) decreased churn risk,Frequent support queries (9) increased churn risk,Few promotional offers used (1) increased churn risk
C00710,0.4697478519809565,Low satisfaction score (1/10) increased churn risk,Long subscription history (24 months) decreased churn risk,Frequent support queries (8) increased churn risk
C00711,0.6948422623244755,High satisfaction score (10/10) decreased churn risk,Low engagement rate (3/10) increased churn risk,Few promotional offers used (1) increased churn risk
C00712,0.4042268526325574,Short subscription history (1 months) increased churn risk,High daily watch time (4.3 hours) decreased churn risk,Many promotional offers used (4) decreased churn risk
C00713,0.1656498459116582,High satisfaction score (9/10) decreased churn risk,Low engagement rate (1/10) increased churn risk,Few support queries (0) decreased churn risk
C00714,0.7390183495672525,Low satisfaction score (1/10) increased churn risk,High engagement rate (10/10) decreased churn risk,High daily watch time (4.1 hours) decreased churn risk
C00715,0.7138839744505087,Low engagement rate (3/10) increased churn risk,High satisfaction score (7/10) decreased churn risk,Low daily watch time (0.9 hours) increased churn risk
C00716,0.9249928933553684,Frequent support queries (9) increased churn risk,Short subscription history (3 months) increased churn risk,Few promotional offers used (1) increased churn risk
C00717,0.1064615233634793,High satisfaction score (8/10) decreased churn risk,Many promotional offers used (5) decreased churn risk,Short subscription history (3 months) increased churn risk
C00718,0.8232382700519076,Low engagement rate (1/10) increased churn risk,Frequent support queries (10) increased churn risk,Many promotional offers used (5) decreased churn risk
C00719,0.13352769993922595,High engagement rate (9/10) decreased churn risk,High satisfaction score (7/10) decreased churn risk,Low daily watch time (0.9 hours) increased churn risk
C00720,0.0029557207632705178,High satisfaction score (9/10) decreased churn risk,Few support queries (1) decreased churn risk,High engagement rate (9/10) decreased churn risk
C00721,0.9333220918597811,Low engagement rate (3/10) increased churn risk,High daily watch time (4.6 hours) decreased churn risk,Short subscription history (1 months) increased churn risk
C00722,0.20829755645190143,Long subscription history (24 months) decreased churn risk,Daily watch time (1.5 hours) increased churn risk,On-Time payment history decreased churn risk
C00723,0.013893712486632568,Few support queries (0) decreased churn risk,Long subscription history (24 months) decreased churn risk,Low engagement rate (4/10) increased churn risk
C00724,0.396423759182259,High satisfaction score (9/10) decreased churn risk,Low engagement rate (1/10) increased churn risk,High daily watch time (4.3 hours) decreased churn risk
C00725,0.122545975163982,Few support queries (0) decreased churn risk,High satisfaction score (7/10) decreased churn risk,Short subscription history (3 months) increased churn risk
C00726,0.12270706715125788,High satisfaction score (9/10) decreased churn risk,High engagement rate (9/10) decreased churn risk,Few promotional offers used (1) increased churn risk
C00727,0.8710527509624383,Low engagement rate (2/10) increased churn risk,High satisfaction score (8/10) decreased churn risk,Frequent support queries (9) increased churn risk
C00728,0.25092476839593153,Frequent support queries (10) increased churn risk,High daily watch time (4.2 hours) decreased churn risk,Many promotional offers used (4) decreased churn risk
C00729,0.27317699815875274,High satisfaction score (10/10) decreased churn risk,Low engagement rate (4/10) increased churn risk,Few promotional offers used (1) increased churn risk
C00730,0.8501071437172889,Low satisfaction score (1/10) increased churn risk,Few promotional offers used (0) increased churn risk,Short subscription history (3 months) increased churn risk
C00731,0.09188582669295998,Few support queries (0) decreased churn risk,Many promotional offers used (4) decreased churn risk,Short subscription history (3 months) increased churn risk
C00732,0.8882374695959626,Frequent support queries (10) increased churn risk,Low satisfaction score (3/10) increased churn risk,Short subscription history (3 months) increased churn risk
C00733,0.036192192379567396,High satisfaction score (9/10) decreased churn risk,Few support queries (0) decreased churn risk,Low engagement rate (2/10) increased churn risk
C00734,0.07501945787087351,High satisfaction score (10/10) decreased churn risk,Low engagement rate (2/10) increased churn risk,Long subscription history (24 months) decreased churn risk
C00735,0.3226979441133722,Low satisfaction score (1/10) increased churn risk,Few support queries (0) decreased churn risk,High engagement rate (9/10) decreased churn risk
C00736,0.6557731370211536,Low engagement rate (1/10) increased churn risk,Frequent support queries (10) increased churn risk,Long subscription history (24 months) decreased churn risk
C00737,0.964612778411293,Low satisfaction score (1/10) increased churn risk,Frequent support queries (8) increased churn risk,Daily watch time (1.5 hours) increased churn risk
C00738,0.5969092047643066,Low satisfaction score (1/10) increased churn risk,Frequent support queries (9) increased churn risk,High engagement rate (9/10) decreased churn risk
C00739,0.9558441032914462,Low engagement rate (3/10) increased churn risk,Low satisfaction score (3/10) increased churn risk,Short subscription history (1 months) increased churn risk
C00740,0.6696853649094378,High engagement rate (10/10) decreased churn risk,Low satisfaction score (3/10) increased churn risk,Low daily watch time (0.9 hours) increased churn risk
C00741,0.12528199592962902,High satisfaction score (9/10) decreased churn risk,Long subscription history (24 months) decreased churn risk,Frequent support queries (8) increased churn risk
C00742,0.9165936021964632,Low engagement rate (3/10) increased churn risk,High satisfaction score (7/10) decreased churn risk,Few promotional offers used (1) increased churn risk
C00743,0.7143719134808098,Low engagement rate (3/10) increased churn risk,Delayed payment history increased churn risk,Low satisfaction score (4/10) increased churn risk
C00744,0.060741915211849094,High satisfaction score (8/10) decreased churn risk,Long subscription history (24 months) decreased churn risk,Delayed payment history increased churn risk
C00745,0.021324378002418213,High satisfaction score (9/10) decreased churn risk,High engagement rate (10/10) decreased churn risk,Short subscription history (1 months) increased churn risk
C00746,0.5762963200562534,Low satisfaction score (4/10) increased churn risk,On-Time payment history decreased churn risk,Short subscription history (6 months) increased churn risk
C00747,0.002188392230087624,High satisfaction score (10/10) decreased churn risk,High engagement rate (10/10) decreased churn risk,Many promotional offers used (5) decreased churn risk
C00748,0.3300390283294785,Low satisfaction score (2/10) increased churn risk,Few support queries (1) decreased churn risk,High engagement rate (9/10) decreased churn risk
